mtknr;stg;pversion;pnr;pform;dtxt;psem
247422;BB;162;6030;KL;Klausur;20192
247426;BB;162;6030;KL;Klausur;20192
247438;BB;162;6030;KL;Klausur;20192
247447;BB;162;6030;KL;Klausur;20192
247473;BB;162;6030;KL;Klausur;20192
247499;BB;162;6030;KL;Klausur;20192
247503;BB;162;6030;KL;Klausur;20192
247506;BB;162;6030;KL;Klausur;20192
247507;BB;162;6030;KL;Klausur;20192
247508;BB;162;6030;KL;Klausur;20192
247513;BB;162;6030;KL;Klausur;20192
247516;BB;162;6030;KL;Klausur;20192
247518;BB;162;6030;KL;Klausur;20192
247520;BB;162;6030;KL;Klausur;20192
247524;BB;162;6030;KL;Klausur;20192
247526;BB;162;6030;KL;Klausur;20192
247533;BB;162;6030;KL;Klausur;20192
247545;BB;162;6030;KL;Klausur;20192
247546;BB;162;6030;KL;Klausur;20192
248088;BB;162;6030;KL;Klausur;20192
247212;BB;162;6040;KL;Klausur;20192
247213;BB;162;6040;KL;Klausur;20192
247218;BB;162;6040;KL;Klausur;20192
247220;BB;162;6040;KL;Klausur;20192
247237;BB;162;6040;KL;Klausur;20192
247334;BB;162;6040;KL;Klausur;20192
247339;BB;162;6040;KL;Klausur;20192
247346;BB;162;6040;KL;Klausur;20192
247354;BB;162;6040;KL;Klausur;20192
247371;BB;162;6040;KL;Klausur;20192
247377;BB;162;6040;KL;Klausur;20192
247395;BB;162;6040;KL;Klausur;20192
247401;BB;162;6040;KL;Klausur;20192
247408;BB;162;6040;KL;Klausur;20192
247422;BB;162;6040;KL;Klausur;20192
247426;BB;162;6040;KL;Klausur;20192
247438;BB;162;6040;KL;Klausur;20192
247447;BB;162;6040;KL;Klausur;20192
247473;BB;162;6040;KL;Klausur;20192
247499;BB;162;6040;KL;Klausur;20192
247503;BB;162;6040;KL;Klausur;20192
247506;BB;162;6040;KL;Klausur;20192
247507;BB;162;6040;KL;Klausur;20192
247508;BB;162;6040;KL;Klausur;20192
247513;BB;162;6040;KL;Klausur;20192
247516;BB;162;6040;KL;Klausur;20192
247518;BB;162;6040;KL;Klausur;20192
247520;BB;162;6040;KL;Klausur;20192
247524;BB;162;6040;KL;Klausur;20192
247526;BB;162;6040;KL;Klausur;20192
247533;BB;162;6040;KL;Klausur;20192
247545;BB;162;6040;KL;Klausur;20192
247546;BB;162;6040;KL;Klausur;20192
248088;BB;162;6040;KL;Klausur;20192
247212;BB;162;6050;KL;Klausur;20192
247213;BB;162;6050;KL;Klausur;20192
247334;BB;162;6050;KL;Klausur;20192
247339;BB;162;6050;KL;Klausur;20192
247346;BB;162;6050;KL;Klausur;20192
247354;BB;162;6050;KL;Klausur;20192
247371;BB;162;6050;KL;Klausur;20192
247377;BB;162;6050;KL;Klausur;20192
247426;BB;162;6050;KL;Klausur;20192
247438;BB;162;6050;KL;Klausur;20192
247447;BB;162;6050;KL;Klausur;20192
247507;BB;162;6050;KL;Klausur;20192
247508;BB;162;6050;KL;Klausur;20192
247524;BB;162;6050;KL;Klausur;20192
247533;BB;162;6050;KL;Klausur;20192
247545;BB;162;6050;KL;Klausur;20192
248088;BB;162;6050;KL;Klausur;20192
247212;BB;162;6060;KL;Klausur;20192
247213;BB;162;6060;KL;Klausur;20192
247339;BB;162;6060;KL;Klausur;20192
247346;BB;162;6060;KL;Klausur;20192
247354;BB;162;6060;KL;Klausur;20192
247371;BB;162;6060;KL;Klausur;20192
247377;BB;162;6060;KL;Klausur;20192
247426;BB;162;6060;KL;Klausur;20192
247438;BB;162;6060;KL;Klausur;20192
247447;BB;162;6060;KL;Klausur;20192
247507;BB;162;6060;KL;Klausur;20192
247508;BB;162;6060;KL;Klausur;20192
247524;BB;162;6060;KL;Klausur;20192
247533;BB;162;6060;KL;Klausur;20192
247545;BB;162;6060;KL;Klausur;20192
248088;BB;162;6060;KL;Klausur;20192
247220;BB;162;7020;KL;Klausur;20192
247244;BB;162;7020;KL;Klausur;20192
247314;BB;162;7020;KL;Klausur;20192
247336;BB;162;7020;KL;Klausur;20192
247347;BB;162;7020;KL;Klausur;20192
247356;BB;162;7020;KL;Klausur;20192
247357;BB;162;7020;KL;Klausur;20192
247376;BB;162;7020;KL;Klausur;20192
247389;BB;162;7020;KL;Klausur;20192
247395;BB;162;7020;KL;Klausur;20192
247402;BB;162;7020;KL;Klausur;20192
247417;BB;162;7020;KL;Klausur;20192
247420;BB;162;7020;KL;Klausur;20192
247436;BB;162;7020;KL;Klausur;20192
247439;BB;162;7020;KL;Klausur;20192
247443;BB;162;7020;KL;Klausur;20192
247448;BB;162;7020;KL;Klausur;20192
247453;BB;162;7020;KL;Klausur;20192
247466;BB;162;7020;KL;Klausur;20192
247468;BB;162;7020;KL;Klausur;20192
247475;BB;162;7020;KL;Klausur;20192
247477;BB;162;7020;KL;Klausur;20192
247480;BB;162;7020;KL;Klausur;20192
247547;BB;162;7020;KL;Klausur;20192
247220;BB;162;7030;KL;Klausur;20192
247237;BB;162;7030;KL;Klausur;20192
247244;BB;162;7030;KL;Klausur;20192
247261;BB;162;7030;KL;Klausur;20192
247314;BB;162;7030;KL;Klausur;20192
247336;BB;162;7030;KL;Klausur;20192
247347;BB;162;7030;KL;Klausur;20192
247356;BB;162;7030;KL;Klausur;20192
247357;BB;162;7030;KL;Klausur;20192
247376;BB;162;7030;KL;Klausur;20192
247389;BB;162;7030;KL;Klausur;20192
247402;BB;162;7030;KL;Klausur;20192
247411;BB;162;7030;KL;Klausur;20192
247412;BB;162;7030;KL;Klausur;20192
247417;BB;162;7030;KL;Klausur;20192
247420;BB;162;7030;KL;Klausur;20192
247424;BB;162;7030;KL;Klausur;20192
247435;BB;162;7030;KL;Klausur;20192
247436;BB;162;7030;KL;Klausur;20192
247439;BB;162;7030;KL;Klausur;20192
247443;BB;162;7030;KL;Klausur;20192
247446;BB;162;7030;KL;Klausur;20192
247448;BB;162;7030;KL;Klausur;20192
247450;BB;162;7030;KL;Klausur;20192
247453;BB;162;7030;KL;Klausur;20192
247455;BB;162;7030;KL;Klausur;20192
247465;BB;162;7030;KL;Klausur;20192
247466;BB;162;7030;KL;Klausur;20192
247467;BB;162;7030;KL;Klausur;20192
247468;BB;162;7030;KL;Klausur;20192
247470;BB;162;7030;KL;Klausur;20192
247471;BB;162;7030;KL;Klausur;20192
247475;BB;162;7030;KL;Klausur;20192
247477;BB;162;7030;KL;Klausur;20192
247479;BB;162;7030;KL;Klausur;20192
247480;BB;162;7030;KL;Klausur;20192
247547;BB;162;7030;KL;Klausur;20192
1000047;BB;162;7030;KL;Klausur;20192
247220;BB;162;7040;KL;Klausur;20192
247261;BB;162;7040;KL;Klausur;20192
247314;BB;162;7040;KL;Klausur;20192
247336;BB;162;7040;KL;Klausur;20192
247347;BB;162;7040;KL;Klausur;20192
247357;BB;162;7040;KL;Klausur;20192
247376;BB;162;7040;KL;Klausur;20192
247389;BB;162;7040;KL;Klausur;20192
247395;BB;162;7040;KL;Klausur;20192
247402;BB;162;7040;KL;Klausur;20192
247411;BB;162;7040;KL;Klausur;20192
247412;BB;162;7040;KL;Klausur;20192
247417;BB;162;7040;KL;Klausur;20192
247420;BB;162;7040;KL;Klausur;20192
247435;BB;162;7040;KL;Klausur;20192
247436;BB;162;7040;KL;Klausur;20192
247439;BB;162;7040;KL;Klausur;20192
247446;BB;162;7040;KL;Klausur;20192
247448;BB;162;7040;KL;Klausur;20192
247450;BB;162;7040;KL;Klausur;20192
247455;BB;162;7040;KL;Klausur;20192
247465;BB;162;7040;KL;Klausur;20192
247466;BB;162;7040;KL;Klausur;20192
247467;BB;162;7040;KL;Klausur;20192
247468;BB;162;7040;KL;Klausur;20192
247470;BB;162;7040;KL;Klausur;20192
247471;BB;162;7040;KL;Klausur;20192
247479;BB;162;7040;KL;Klausur;20192
247339;BB;162;7050;KL;Klausur;20192
247426;BB;162;7050;KL;Klausur;20192
247411;BB;162;17110;KL;Klausur;20192
247412;BB;162;17110;KL;Klausur;20192
247435;BB;162;17110;KL;Klausur;20192
247455;BB;162;17110;KL;Klausur;20192
247465;BB;162;17110;KL;Klausur;20192
247467;BB;162;17110;KL;Klausur;20192
247470;BB;162;17110;KL;Klausur;20192
247471;BB;162;17110;KL;Klausur;20192
247479;BB;162;17110;KL;Klausur;20192
247220;BB;162;17150;KL;Klausur;20192
1000984;BB;162;17150;KL;Klausur;20192
247453;BB;162;17170;KL;Klausur;20192
248088;BB;162;17180;KL;Klausur;20192
247212;BB;162;17200;KL;Klausur;20192
247213;BB;162;17200;KL;Klausur;20192
247346;BB;162;17200;KL;Klausur;20192
247354;BB;162;17200;KL;Klausur;20192
1000250;BB;192;601921010;KL;Klausur;20192
1000344;BB;192;601921010;KL;Klausur;20192
1000345;BB;192;601921010;KL;Klausur;20192
1000347;BB;192;601921010;KL;Klausur;20192
1000348;BB;192;601921010;KL;Klausur;20192
1000349;BB;192;601921010;KL;Klausur;20192
1000351;BB;192;601921010;KL;Klausur;20192
1000352;BB;192;601921010;KL;Klausur;20192
1000353;BB;192;601921010;KL;Klausur;20192
1000354;BB;192;601921010;KL;Klausur;20192
1000355;BB;192;601921010;KL;Klausur;20192
1000357;BB;192;601921010;KL;Klausur;20192
1000358;BB;192;601921010;KL;Klausur;20192
1000419;BB;192;601921010;KL;Klausur;20192
1000420;BB;192;601921010;KL;Klausur;20192
1000421;BB;192;601921010;KL;Klausur;20192
1000422;BB;192;601921010;KL;Klausur;20192
1000423;BB;192;601921010;KL;Klausur;20192
1000424;BB;192;601921010;KL;Klausur;20192
1000425;BB;192;601921010;KL;Klausur;20192
1000426;BB;192;601921010;KL;Klausur;20192
1000427;BB;192;601921010;KL;Klausur;20192
1000428;BB;192;601921010;KL;Klausur;20192
1000429;BB;192;601921010;KL;Klausur;20192
1000430;BB;192;601921010;KL;Klausur;20192
1000432;BB;192;601921010;KL;Klausur;20192
1000433;BB;192;601921010;KL;Klausur;20192
1000434;BB;192;601921010;KL;Klausur;20192
1000435;BB;192;601921010;KL;Klausur;20192
1000436;BB;192;601921010;KL;Klausur;20192
1000437;BB;192;601921010;KL;Klausur;20192
1000438;BB;192;601921010;KL;Klausur;20192
1000439;BB;192;601921010;KL;Klausur;20192
1000440;BB;192;601921010;KL;Klausur;20192
1000441;BB;192;601921010;KL;Klausur;20192
1000460;BB;192;601921010;KL;Klausur;20192
1000461;BB;192;601921010;KL;Klausur;20192
1000462;BB;192;601921010;KL;Klausur;20192
1000464;BB;192;601921010;KL;Klausur;20192
1000465;BB;192;601921010;KL;Klausur;20192
1000466;BB;192;601921010;KL;Klausur;20192
1000550;BB;192;601921010;KL;Klausur;20192
1000555;BB;192;601921010;KL;Klausur;20192
1000740;BB;192;601921010;KL;Klausur;20192
1000742;BB;192;601921010;KL;Klausur;20192
1000743;BB;192;601921010;KL;Klausur;20192
1000745;BB;192;601921010;KL;Klausur;20192
1000748;BB;192;601921010;KL;Klausur;20192
1000749;BB;192;601921010;KL;Klausur;20192
1000750;BB;192;601921010;KL;Klausur;20192
1000751;BB;192;601921010;KL;Klausur;20192
1000752;BB;192;601921010;KL;Klausur;20192
1000753;BB;192;601921010;KL;Klausur;20192
1000756;BB;192;601921010;KL;Klausur;20192
1000757;BB;192;601921010;KL;Klausur;20192
1000758;BB;192;601921010;KL;Klausur;20192
1000762;BB;192;601921010;KL;Klausur;20192
1000763;BB;192;601921010;KL;Klausur;20192
1000766;BB;192;601921010;KL;Klausur;20192
1000769;BB;192;601921010;KL;Klausur;20192
1000775;BB;192;601921010;KL;Klausur;20192
1000778;BB;192;601921010;KL;Klausur;20192
1000779;BB;192;601921010;KL;Klausur;20192
1000782;BB;192;601921010;KL;Klausur;20192
1000784;BB;192;601921010;KL;Klausur;20192
1000786;BB;192;601921010;KL;Klausur;20192
1000789;BB;192;601921010;KL;Klausur;20192
1000790;BB;192;601921010;KL;Klausur;20192
1000794;BB;192;601921010;KL;Klausur;20192
1000796;BB;192;601921010;KL;Klausur;20192
1000798;BB;192;601921010;KL;Klausur;20192
1000832;BB;192;601921010;KL;Klausur;20192
1000834;BB;192;601921010;KL;Klausur;20192
1000835;BB;192;601921010;KL;Klausur;20192
1000837;BB;192;601921010;KL;Klausur;20192
1000839;BB;192;601921010;KL;Klausur;20192
1000840;BB;192;601921010;KL;Klausur;20192
1000841;BB;192;601921010;KL;Klausur;20192
1000842;BB;192;601921010;KL;Klausur;20192
1000843;BB;192;601921010;KL;Klausur;20192
1000845;BB;192;601921010;KL;Klausur;20192
1000846;BB;192;601921010;KL;Klausur;20192
1000847;BB;192;601921010;KL;Klausur;20192
1000849;BB;192;601921010;KL;Klausur;20192
1000850;BB;192;601921010;KL;Klausur;20192
1000851;BB;192;601921010;KL;Klausur;20192
1000853;BB;192;601921010;KL;Klausur;20192
1000860;BB;192;601921010;KL;Klausur;20192
1000863;BB;192;601921010;KL;Klausur;20192
1000866;BB;192;601921010;KL;Klausur;20192
1000868;BB;192;601921010;KL;Klausur;20192
1000870;BB;192;601921010;KL;Klausur;20192
1000872;BB;192;601921010;KL;Klausur;20192
1000874;BB;192;601921010;KL;Klausur;20192
1000876;BB;192;601921010;KL;Klausur;20192
1000877;BB;192;601921010;KL;Klausur;20192
1000955;BB;192;601921010;KL;Klausur;20192
1000250;BB;192;601921020;KL;Klausur;20192
1000344;BB;192;601921020;KL;Klausur;20192
1000345;BB;192;601921020;KL;Klausur;20192
1000347;BB;192;601921020;KL;Klausur;20192
1000348;BB;192;601921020;KL;Klausur;20192
1000349;BB;192;601921020;KL;Klausur;20192
1000351;BB;192;601921020;KL;Klausur;20192
1000352;BB;192;601921020;KL;Klausur;20192
1000353;BB;192;601921020;KL;Klausur;20192
1000354;BB;192;601921020;KL;Klausur;20192
1000355;BB;192;601921020;KL;Klausur;20192
1000358;BB;192;601921020;KL;Klausur;20192
1000419;BB;192;601921020;KL;Klausur;20192
1000421;BB;192;601921020;KL;Klausur;20192
1000422;BB;192;601921020;KL;Klausur;20192
1000423;BB;192;601921020;KL;Klausur;20192
1000424;BB;192;601921020;KL;Klausur;20192
1000425;BB;192;601921020;KL;Klausur;20192
1000426;BB;192;601921020;KL;Klausur;20192
1000427;BB;192;601921020;KL;Klausur;20192
1000428;BB;192;601921020;KL;Klausur;20192
1000429;BB;192;601921020;KL;Klausur;20192
1000430;BB;192;601921020;KL;Klausur;20192
1000432;BB;192;601921020;KL;Klausur;20192
1000433;BB;192;601921020;KL;Klausur;20192
1000434;BB;192;601921020;KL;Klausur;20192
1000435;BB;192;601921020;KL;Klausur;20192
1000437;BB;192;601921020;KL;Klausur;20192
1000438;BB;192;601921020;KL;Klausur;20192
1000439;BB;192;601921020;KL;Klausur;20192
1000440;BB;192;601921020;KL;Klausur;20192
1000441;BB;192;601921020;KL;Klausur;20192
1000460;BB;192;601921020;KL;Klausur;20192
1000461;BB;192;601921020;KL;Klausur;20192
1000462;BB;192;601921020;KL;Klausur;20192
1000464;BB;192;601921020;KL;Klausur;20192
1000465;BB;192;601921020;KL;Klausur;20192
1000466;BB;192;601921020;KL;Klausur;20192
1000550;BB;192;601921020;KL;Klausur;20192
1000555;BB;192;601921020;KL;Klausur;20192
1000740;BB;192;601921020;KL;Klausur;20192
1000742;BB;192;601921020;KL;Klausur;20192
1000743;BB;192;601921020;KL;Klausur;20192
1000745;BB;192;601921020;KL;Klausur;20192
1000746;BB;192;601921020;KL;Klausur;20192
1000748;BB;192;601921020;KL;Klausur;20192
1000749;BB;192;601921020;KL;Klausur;20192
1000750;BB;192;601921020;KL;Klausur;20192
1000751;BB;192;601921020;KL;Klausur;20192
1000752;BB;192;601921020;KL;Klausur;20192
1000753;BB;192;601921020;KL;Klausur;20192
1000756;BB;192;601921020;KL;Klausur;20192
1000757;BB;192;601921020;KL;Klausur;20192
1000758;BB;192;601921020;KL;Klausur;20192
1000762;BB;192;601921020;KL;Klausur;20192
1000763;BB;192;601921020;KL;Klausur;20192
1000766;BB;192;601921020;KL;Klausur;20192
1000769;BB;192;601921020;KL;Klausur;20192
1000775;BB;192;601921020;KL;Klausur;20192
1000778;BB;192;601921020;KL;Klausur;20192
1000779;BB;192;601921020;KL;Klausur;20192
1000782;BB;192;601921020;KL;Klausur;20192
1000784;BB;192;601921020;KL;Klausur;20192
1000786;BB;192;601921020;KL;Klausur;20192
1000789;BB;192;601921020;KL;Klausur;20192
1000790;BB;192;601921020;KL;Klausur;20192
1000794;BB;192;601921020;KL;Klausur;20192
1000796;BB;192;601921020;KL;Klausur;20192
1000798;BB;192;601921020;KL;Klausur;20192
1000832;BB;192;601921020;KL;Klausur;20192
1000834;BB;192;601921020;KL;Klausur;20192
1000835;BB;192;601921020;KL;Klausur;20192
1000837;BB;192;601921020;KL;Klausur;20192
1000839;BB;192;601921020;KL;Klausur;20192
1000840;BB;192;601921020;KL;Klausur;20192
1000841;BB;192;601921020;KL;Klausur;20192
1000842;BB;192;601921020;KL;Klausur;20192
1000843;BB;192;601921020;KL;Klausur;20192
1000845;BB;192;601921020;KL;Klausur;20192
1000846;BB;192;601921020;KL;Klausur;20192
1000847;BB;192;601921020;KL;Klausur;20192
1000850;BB;192;601921020;KL;Klausur;20192
1000851;BB;192;601921020;KL;Klausur;20192
1000853;BB;192;601921020;KL;Klausur;20192
1000860;BB;192;601921020;KL;Klausur;20192
1000863;BB;192;601921020;KL;Klausur;20192
1000866;BB;192;601921020;KL;Klausur;20192
1000868;BB;192;601921020;KL;Klausur;20192
1000870;BB;192;601921020;KL;Klausur;20192
1000872;BB;192;601921020;KL;Klausur;20192
1000874;BB;192;601921020;KL;Klausur;20192
1000877;BB;192;601921020;KL;Klausur;20192
1000955;BB;192;601921020;KL;Klausur;20192
1000250;BB;192;601921030;KL;Klausur;20192
1000344;BB;192;601921030;KL;Klausur;20192
1000345;BB;192;601921030;KL;Klausur;20192
1000347;BB;192;601921030;KL;Klausur;20192
1000348;BB;192;601921030;KL;Klausur;20192
1000349;BB;192;601921030;KL;Klausur;20192
1000351;BB;192;601921030;KL;Klausur;20192
1000352;BB;192;601921030;KL;Klausur;20192
1000353;BB;192;601921030;KL;Klausur;20192
1000354;BB;192;601921030;KL;Klausur;20192
1000355;BB;192;601921030;KL;Klausur;20192
1000357;BB;192;601921030;KL;Klausur;20192
1000358;BB;192;601921030;KL;Klausur;20192
1000419;BB;192;601921030;KL;Klausur;20192
1000420;BB;192;601921030;KL;Klausur;20192
1000421;BB;192;601921030;KL;Klausur;20192
1000422;BB;192;601921030;KL;Klausur;20192
1000423;BB;192;601921030;KL;Klausur;20192
1000424;BB;192;601921030;KL;Klausur;20192
1000425;BB;192;601921030;KL;Klausur;20192
1000426;BB;192;601921030;KL;Klausur;20192
1000427;BB;192;601921030;KL;Klausur;20192
1000428;BB;192;601921030;KL;Klausur;20192
1000429;BB;192;601921030;KL;Klausur;20192
1000430;BB;192;601921030;KL;Klausur;20192
1000432;BB;192;601921030;KL;Klausur;20192
1000433;BB;192;601921030;KL;Klausur;20192
1000434;BB;192;601921030;KL;Klausur;20192
1000435;BB;192;601921030;KL;Klausur;20192
1000436;BB;192;601921030;KL;Klausur;20192
1000437;BB;192;601921030;KL;Klausur;20192
1000438;BB;192;601921030;KL;Klausur;20192
1000439;BB;192;601921030;KL;Klausur;20192
1000440;BB;192;601921030;KL;Klausur;20192
1000441;BB;192;601921030;KL;Klausur;20192
1000460;BB;192;601921030;KL;Klausur;20192
1000461;BB;192;601921030;KL;Klausur;20192
1000462;BB;192;601921030;KL;Klausur;20192
1000464;BB;192;601921030;KL;Klausur;20192
1000465;BB;192;601921030;KL;Klausur;20192
1000466;BB;192;601921030;KL;Klausur;20192
1000550;BB;192;601921030;KL;Klausur;20192
1000555;BB;192;601921030;KL;Klausur;20192
1000740;BB;192;601921030;KL;Klausur;20192
1000742;BB;192;601921030;KL;Klausur;20192
1000743;BB;192;601921030;KL;Klausur;20192
1000745;BB;192;601921030;KL;Klausur;20192
1000749;BB;192;601921030;KL;Klausur;20192
1000750;BB;192;601921030;KL;Klausur;20192
1000751;BB;192;601921030;KL;Klausur;20192
1000752;BB;192;601921030;KL;Klausur;20192
1000753;BB;192;601921030;KL;Klausur;20192
1000756;BB;192;601921030;KL;Klausur;20192
1000757;BB;192;601921030;KL;Klausur;20192
1000758;BB;192;601921030;KL;Klausur;20192
1000762;BB;192;601921030;KL;Klausur;20192
1000763;BB;192;601921030;KL;Klausur;20192
1000766;BB;192;601921030;KL;Klausur;20192
1000769;BB;192;601921030;KL;Klausur;20192
1000775;BB;192;601921030;KL;Klausur;20192
1000778;BB;192;601921030;KL;Klausur;20192
1000779;BB;192;601921030;KL;Klausur;20192
1000782;BB;192;601921030;KL;Klausur;20192
1000784;BB;192;601921030;KL;Klausur;20192
1000786;BB;192;601921030;KL;Klausur;20192
1000789;BB;192;601921030;KL;Klausur;20192
1000790;BB;192;601921030;KL;Klausur;20192
1000794;BB;192;601921030;KL;Klausur;20192
1000796;BB;192;601921030;KL;Klausur;20192
1000798;BB;192;601921030;KL;Klausur;20192
1000832;BB;192;601921030;KL;Klausur;20192
1000834;BB;192;601921030;KL;Klausur;20192
1000835;BB;192;601921030;KL;Klausur;20192
1000837;BB;192;601921030;KL;Klausur;20192
1000839;BB;192;601921030;KL;Klausur;20192
1000840;BB;192;601921030;KL;Klausur;20192
1000841;BB;192;601921030;KL;Klausur;20192
1000842;BB;192;601921030;KL;Klausur;20192
1000843;BB;192;601921030;KL;Klausur;20192
1000845;BB;192;601921030;KL;Klausur;20192
1000846;BB;192;601921030;KL;Klausur;20192
1000847;BB;192;601921030;KL;Klausur;20192
1000849;BB;192;601921030;KL;Klausur;20192
1000850;BB;192;601921030;KL;Klausur;20192
1000851;BB;192;601921030;KL;Klausur;20192
1000860;BB;192;601921030;KL;Klausur;20192
1000863;BB;192;601921030;KL;Klausur;20192
1000868;BB;192;601921030;KL;Klausur;20192
1000870;BB;192;601921030;KL;Klausur;20192
1000872;BB;192;601921030;KL;Klausur;20192
1000874;BB;192;601921030;KL;Klausur;20192
1000876;BB;192;601921030;KL;Klausur;20192
1000877;BB;192;601921030;KL;Klausur;20192
1000955;BB;192;601921030;KL;Klausur;20192
1000250;BB;192;601921050;KL;Klausur;20192
1000344;BB;192;601921050;KL;Klausur;20192
1000345;BB;192;601921050;KL;Klausur;20192
1000347;BB;192;601921050;KL;Klausur;20192
1000348;BB;192;601921050;KL;Klausur;20192
1000349;BB;192;601921050;KL;Klausur;20192
1000351;BB;192;601921050;KL;Klausur;20192
1000352;BB;192;601921050;KL;Klausur;20192
1000355;BB;192;601921050;KL;Klausur;20192
1000357;BB;192;601921050;KL;Klausur;20192
1000358;BB;192;601921050;KL;Klausur;20192
1000419;BB;192;601921050;KL;Klausur;20192
1000420;BB;192;601921050;KL;Klausur;20192
1000422;BB;192;601921050;KL;Klausur;20192
1000423;BB;192;601921050;KL;Klausur;20192
1000424;BB;192;601921050;KL;Klausur;20192
1000425;BB;192;601921050;KL;Klausur;20192
1000426;BB;192;601921050;KL;Klausur;20192
1000427;BB;192;601921050;KL;Klausur;20192
1000429;BB;192;601921050;KL;Klausur;20192
1000430;BB;192;601921050;KL;Klausur;20192
1000432;BB;192;601921050;KL;Klausur;20192
1000433;BB;192;601921050;KL;Klausur;20192
1000434;BB;192;601921050;KL;Klausur;20192
1000435;BB;192;601921050;KL;Klausur;20192
1000436;BB;192;601921050;KL;Klausur;20192
1000437;BB;192;601921050;KL;Klausur;20192
1000438;BB;192;601921050;KL;Klausur;20192
1000439;BB;192;601921050;KL;Klausur;20192
1000440;BB;192;601921050;KL;Klausur;20192
1000441;BB;192;601921050;KL;Klausur;20192
1000460;BB;192;601921050;KL;Klausur;20192
1000461;BB;192;601921050;KL;Klausur;20192
1000462;BB;192;601921050;KL;Klausur;20192
1000464;BB;192;601921050;KL;Klausur;20192
1000465;BB;192;601921050;KL;Klausur;20192
1000550;BB;192;601921050;KL;Klausur;20192
1000555;BB;192;601921050;KL;Klausur;20192
1000740;BB;192;601921050;KL;Klausur;20192
1000742;BB;192;601921050;KL;Klausur;20192
1000743;BB;192;601921050;KL;Klausur;20192
1000745;BB;192;601921050;KL;Klausur;20192
1000748;BB;192;601921050;KL;Klausur;20192
1000749;BB;192;601921050;KL;Klausur;20192
1000750;BB;192;601921050;KL;Klausur;20192
1000751;BB;192;601921050;KL;Klausur;20192
1000752;BB;192;601921050;KL;Klausur;20192
1000753;BB;192;601921050;KL;Klausur;20192
1000756;BB;192;601921050;KL;Klausur;20192
1000757;BB;192;601921050;KL;Klausur;20192
1000758;BB;192;601921050;KL;Klausur;20192
1000762;BB;192;601921050;KL;Klausur;20192
1000763;BB;192;601921050;KL;Klausur;20192
1000766;BB;192;601921050;KL;Klausur;20192
1000769;BB;192;601921050;KL;Klausur;20192
1000775;BB;192;601921050;KL;Klausur;20192
1000778;BB;192;601921050;KL;Klausur;20192
1000779;BB;192;601921050;KL;Klausur;20192
1000782;BB;192;601921050;KL;Klausur;20192
1000784;BB;192;601921050;KL;Klausur;20192
1000786;BB;192;601921050;KL;Klausur;20192
1000789;BB;192;601921050;KL;Klausur;20192
1000790;BB;192;601921050;KL;Klausur;20192
1000794;BB;192;601921050;KL;Klausur;20192
1000796;BB;192;601921050;KL;Klausur;20192
1000798;BB;192;601921050;KL;Klausur;20192
1000832;BB;192;601921050;KL;Klausur;20192
1000834;BB;192;601921050;KL;Klausur;20192
1000835;BB;192;601921050;KL;Klausur;20192
1000837;BB;192;601921050;KL;Klausur;20192
1000839;BB;192;601921050;KL;Klausur;20192
1000840;BB;192;601921050;KL;Klausur;20192
1000841;BB;192;601921050;KL;Klausur;20192
1000842;BB;192;601921050;KL;Klausur;20192
1000843;BB;192;601921050;KL;Klausur;20192
1000845;BB;192;601921050;KL;Klausur;20192
1000846;BB;192;601921050;KL;Klausur;20192
1000847;BB;192;601921050;KL;Klausur;20192
1000849;BB;192;601921050;KL;Klausur;20192
1000850;BB;192;601921050;KL;Klausur;20192
1000851;BB;192;601921050;KL;Klausur;20192
1000860;BB;192;601921050;KL;Klausur;20192
1000863;BB;192;601921050;KL;Klausur;20192
1000866;BB;192;601921050;KL;Klausur;20192
1000868;BB;192;601921050;KL;Klausur;20192
1000870;BB;192;601921050;KL;Klausur;20192
1000872;BB;192;601921050;KL;Klausur;20192
1000874;BB;192;601921050;KL;Klausur;20192
1000876;BB;192;601921050;KL;Klausur;20192
1000877;BB;192;601921050;KL;Klausur;20192
1000955;BB;192;601921050;KL;Klausur;20192
1000250;BB;192;601921060;KL;Klausur;20192
1000344;BB;192;601921060;KL;Klausur;20192
1000345;BB;192;601921060;KL;Klausur;20192
1000347;BB;192;601921060;KL;Klausur;20192
1000348;BB;192;601921060;KL;Klausur;20192
1000349;BB;192;601921060;KL;Klausur;20192
1000351;BB;192;601921060;KL;Klausur;20192
1000352;BB;192;601921060;KL;Klausur;20192
1000353;BB;192;601921060;KL;Klausur;20192
1000354;BB;192;601921060;KL;Klausur;20192
1000355;BB;192;601921060;KL;Klausur;20192
1000357;BB;192;601921060;KL;Klausur;20192
1000358;BB;192;601921060;KL;Klausur;20192
1000419;BB;192;601921060;KL;Klausur;20192
1000420;BB;192;601921060;KL;Klausur;20192
1000421;BB;192;601921060;KL;Klausur;20192
1000422;BB;192;601921060;KL;Klausur;20192
1000423;BB;192;601921060;KL;Klausur;20192
1000424;BB;192;601921060;KL;Klausur;20192
1000425;BB;192;601921060;KL;Klausur;20192
1000426;BB;192;601921060;KL;Klausur;20192
1000427;BB;192;601921060;KL;Klausur;20192
1000428;BB;192;601921060;KL;Klausur;20192
1000429;BB;192;601921060;KL;Klausur;20192
1000430;BB;192;601921060;KL;Klausur;20192
1000432;BB;192;601921060;KL;Klausur;20192
1000433;BB;192;601921060;KL;Klausur;20192
