mtknr;stg;pversion;pnr;pform;dtxt;psem
1000122;GM;132;9011;KL;Klausur;20192
1000468;GM;132;9011;KL;Klausur;20192
1000469;GM;132;9011;KL;Klausur;20192
1000491;GM;132;9011;KL;Klausur;20192
840015;GP;182;1020;KL;Klausur;20192
840021;GP;182;1020;KL;Klausur;20192
840030;GP;182;1020;KL;Klausur;20192
840033;GP;182;1020;KL;Klausur;20192
840036;GP;182;1020;KL;Klausur;20192
1000922;GP;182;1020;KL;Klausur;20192
1001035;GP;182;1020;KL;Klausur;20192
1001036;GP;182;1020;KL;Klausur;20192
1001039;GP;182;1020;KL;Klausur;20192
1001063;GP;182;1020;KL;Klausur;20192
1000922;GP;182;2020;KL;Klausur;20192
1001039;GP;182;17120;KL;Klausur;20192
1001063;GP;182;17120;KL;Klausur;20192
1001036;GP;182;17130;KL;Klausur;20192
1001036;GP;182;17150;KL;Klausur;20192
870236;GT;131;1030;KL;Klausur;20192
870235;GT;131;1050;KL;Klausur;20192
870234;GT;131;2010;KL;Klausur;20192
870235;GT;131;2010;KL;Klausur;20192
870236;GT;131;2010;KL;Klausur;20192
870234;GT;131;2020;KL;Klausur;20192
870235;GT;131;2020;KL;Klausur;20192
870236;GT;131;2020;KL;Klausur;20192
870228;GT;131;2040;KL;Klausur;20192
870234;GT;131;2040;KL;Klausur;20192
870235;GT;131;2040;KL;Klausur;20192
870236;GT;131;2040;KL;Klausur;20192
870228;GT;131;2050;KL;Klausur;20192
870234;GT;131;2050;KL;Klausur;20192
870235;GT;131;2050;KL;Klausur;20192
870236;GT;131;2050;KL;Klausur;20192
889013;GT;131;2050;KL;Klausur;20192
870218;GT;131;8999;KL;Klausur;20192
870229;GT;131;8999;KL;Klausur;20192
870230;GT;131;8999;KL;Klausur;20192
870232;GT;131;8999;KL;Klausur;20192
889013;GT;131;8999;KL;Klausur;20192
889014;GT;131;8999;KL;Klausur;20192
870233;GTM;192;911921010;KL;Klausur;20192
870233;GTM;192;911921020;KL;Klausur;20192
870226;GTM;192;911921050;KL;Klausur;20192
870226;GTM;192;911921060;KL;Klausur;20192
1000444;GTM;192;911921060;KL;Klausur;20192
1000446;GTM;192;911921060;KL;Klausur;20192
1000447;GTM;192;911921060;KL;Klausur;20192
1000449;GTM;192;911921060;KL;Klausur;20192
1000453;GTM;192;911921060;KL;Klausur;20192
1000457;GTM;192;911921060;KL;Klausur;20192
870226;GTM;192;911922010;KL;Klausur;20192
870233;GTM;192;911922010;KL;Klausur;20192
1000444;GTM;192;911922010;KL;Klausur;20192
1000446;GTM;192;911922010;KL;Klausur;20192
1000447;GTM;192;911922010;KL;Klausur;20192
1000449;GTM;192;911922010;KL;Klausur;20192
1000453;GTM;192;911922010;KL;Klausur;20192
1000457;GTM;192;911922010;KL;Klausur;20192
1000459;GTM;1922;911922010;KL;Klausur;20192
1000598;GTM;1922;911922010;KL;Klausur;20192
870226;GTM;192;911922020;KL;Klausur;20192
870233;GTM;192;911922020;KL;Klausur;20192
1000444;GTM;192;911922020;KL;Klausur;20192
1000446;GTM;192;911922020;KL;Klausur;20192
1000447;GTM;192;911922020;KL;Klausur;20192
1000449;GTM;192;911922020;KL;Klausur;20192
1000453;GTM;192;911922020;KL;Klausur;20192
1000457;GTM;192;911922020;KL;Klausur;20192
1000459;GTM;1922;911922020;KL;Klausur;20192
1000598;GTM;1922;911922020;KL;Klausur;20192
870226;GTM;192;911922040;KL;Klausur;20192
1000444;GTM;192;911922040;KL;Klausur;20192
1000446;GTM;192;911922040;KL;Klausur;20192
1000447;GTM;192;911922040;KL;Klausur;20192
1000449;GTM;192;911922040;KL;Klausur;20192
1000453;GTM;192;911922040;KL;Klausur;20192
1000457;GTM;192;911922040;KL;Klausur;20192
870226;GTM;192;911922050;KL;Klausur;20192
870233;GTM;192;911922050;KL;Klausur;20192
1000444;GTM;192;911922050;KL;Klausur;20192
1000446;GTM;192;911922050;KL;Klausur;20192
1000447;GTM;192;911922050;KL;Klausur;20192
1000449;GTM;192;911922050;KL;Klausur;20192
1000453;GTM;192;911922050;KL;Klausur;20192
1000457;GTM;192;911922050;KL;Klausur;20192
515059;IB;172;2030;KL;Klausur;20192
515297;IB;172;2040;KL;Klausur;20192
515344;IB;172;2050;KL;Klausur;20192
515468;IB;172;2050;KL;Klausur;20192
515617;IB;172;2050;KL;Klausur;20192
515628;IB;172;2050;KL;Klausur;20192
515775;IB;172;2050;KL;Klausur;20192
515220;IB;172;3050;KL;Klausur;20192
515249;IB;172;3050;KL;Klausur;20192
514205;IB;141;4030;KL;Klausur;20192
514283;IB;141;4030;KL;Klausur;20192
514761;IB;172;4030;KL;Klausur;20192
514772;IB;172;4030;KL;Klausur;20192
514921;IB;172;4030;KL;Klausur;20192
514943;IB;172;4030;KL;Klausur;20192
514965;IB;172;4030;KL;Klausur;20192
515004;IB;172;4030;KL;Klausur;20192
515082;IB;172;4030;KL;Klausur;20192
515184;IB;172;4030;KL;Klausur;20192
515220;IB;172;4030;KL;Klausur;20192
515246;IB;172;4030;KL;Klausur;20192
514761;IB;172;4040;KL;Klausur;20192
514772;IB;172;4040;KL;Klausur;20192
514921;IB;172;4040;KL;Klausur;20192
514943;IB;172;4040;KL;Klausur;20192
514965;IB;172;4040;KL;Klausur;20192
515004;IB;172;4040;KL;Klausur;20192
515082;IB;172;4040;KL;Klausur;20192
515184;IB;172;4040;KL;Klausur;20192
515246;IB;172;4040;KL;Klausur;20192
514761;IB;172;4050;KL;Klausur;20192
514772;IB;172;4050;KL;Klausur;20192
514921;IB;172;4050;KL;Klausur;20192
514943;IB;172;4050;KL;Klausur;20192
514965;IB;172;4050;KL;Klausur;20192
515004;IB;172;4050;KL;Klausur;20192
515082;IB;172;4050;KL;Klausur;20192
515184;IB;172;4050;KL;Klausur;20192
515246;IB;172;4050;KL;Klausur;20192
1000133;IB;192;11921050;KL;Klausur;20192
1000134;IB;192;11921050;KL;Klausur;20192
1000135;IB;192;11921050;KL;Klausur;20192
1000136;IB;192;11921050;KL;Klausur;20192
1000137;IB;192;11921050;KL;Klausur;20192
1000138;IB;192;11921050;KL;Klausur;20192
1000140;IB;192;11921050;KL;Klausur;20192
1000168;IB;192;11921050;KL;Klausur;20192
1000169;IB;192;11921050;KL;Klausur;20192
1000170;IB;192;11921050;KL;Klausur;20192
1000171;IB;192;11921050;KL;Klausur;20192
1000172;IB;192;11921050;KL;Klausur;20192
1000174;IB;192;11921050;KL;Klausur;20192
1000175;IB;192;11921050;KL;Klausur;20192
1000177;IB;192;11921050;KL;Klausur;20192
1000178;IB;192;11921050;KL;Klausur;20192
1000180;IB;192;11921050;KL;Klausur;20192
1000181;IB;192;11921050;KL;Klausur;20192
1000182;IB;192;11921050;KL;Klausur;20192
1000183;IB;192;11921050;KL;Klausur;20192
1000184;IB;192;11921050;KL;Klausur;20192
1000185;IB;192;11921050;KL;Klausur;20192
1000186;IB;192;11921050;KL;Klausur;20192
1000191;IB;192;11921050;KL;Klausur;20192
1000193;IB;192;11921050;KL;Klausur;20192
1000195;IB;192;11921050;KL;Klausur;20192
1000197;IB;192;11921050;KL;Klausur;20192
1000199;IB;192;11921050;KL;Klausur;20192
1000201;IB;192;11921050;KL;Klausur;20192
1000203;IB;192;11921050;KL;Klausur;20192
1000205;IB;192;11921050;KL;Klausur;20192
1000207;IB;192;11921050;KL;Klausur;20192
1000216;IB;192;11921050;KL;Klausur;20192
1000269;IB;192;11921050;KL;Klausur;20192
1000270;IB;192;11921050;KL;Klausur;20192
1000271;IB;192;11921050;KL;Klausur;20192
1000272;IB;192;11921050;KL;Klausur;20192
1000274;IB;192;11921050;KL;Klausur;20192
1000275;IB;192;11921050;KL;Klausur;20192
1000276;IB;192;11921050;KL;Klausur;20192
1000277;IB;192;11921050;KL;Klausur;20192
1000278;IB;192;11921050;KL;Klausur;20192
1000280;IB;192;11921050;KL;Klausur;20192
1000283;IB;192;11921050;KL;Klausur;20192
1000285;IB;192;11921050;KL;Klausur;20192
1000765;IB;192;11921050;KL;Klausur;20192
1000768;IB;192;11921050;KL;Klausur;20192
1000770;IB;192;11921050;KL;Klausur;20192
1000774;IB;192;11921050;KL;Klausur;20192
1000776;IB;192;11921050;KL;Klausur;20192
1000777;IB;192;11921050;KL;Klausur;20192
1000780;IB;192;11921050;KL;Klausur;20192
1000781;IB;192;11921050;KL;Klausur;20192
1000783;IB;192;11921050;KL;Klausur;20192
1000785;IB;192;11921050;KL;Klausur;20192
1000787;IB;192;11921050;KL;Klausur;20192
1000788;IB;192;11921050;KL;Klausur;20192
1000791;IB;192;11921050;KL;Klausur;20192
1000792;IB;192;11921050;KL;Klausur;20192
1000793;IB;192;11921050;KL;Klausur;20192
1000795;IB;192;11921050;KL;Klausur;20192
1000797;IB;192;11921050;KL;Klausur;20192
1000799;IB;192;11921050;KL;Klausur;20192
1000800;IB;192;11921050;KL;Klausur;20192
1000801;IB;192;11921050;KL;Klausur;20192
1001023;IB;192;11921050;KL;Klausur;20192
515402;IB;192;11921120;KL;Klausur;20192
515424;IB;192;11921120;KL;Klausur;20192
515457;IB;192;11921120;KL;Klausur;20192
515582;IB;192;11921120;KL;Klausur;20192
515833;IB;192;11921120;KL;Klausur;20192
515866;IB;192;11921120;KL;Klausur;20192
1000781;IB;192;11921120;KL;Klausur;20192
515015;IB;192;11923055;KL;Klausur;20192
515037;IB;192;11923055;KL;Klausur;20192
515268;IB;192;11923055;KL;Klausur;20192
515286;IB;192;11923055;KL;Klausur;20192
515297;IB;192;11923055;KL;Klausur;20192
515311;IB;192;11923055;KL;Klausur;20192
515322;IB;192;11923055;KL;Klausur;20192
515333;IB;192;11923055;KL;Klausur;20192
515344;IB;192;11923055;KL;Klausur;20192
515355;IB;192;11923055;KL;Klausur;20192
515366;IB;192;11923055;KL;Klausur;20192
515377;IB;192;11923055;KL;Klausur;20192
515388;IB;192;11923055;KL;Klausur;20192
515399;IB;192;11923055;KL;Klausur;20192
515402;IB;192;11923055;KL;Klausur;20192
515413;IB;192;11923055;KL;Klausur;20192
515424;IB;192;11923055;KL;Klausur;20192
515457;IB;192;11923055;KL;Klausur;20192
515468;IB;192;11923055;KL;Klausur;20192
515479;IB;192;11923055;KL;Klausur;20192
515491;IB;192;11923055;KL;Klausur;20192
515504;IB;192;11923055;KL;Klausur;20192
515515;IB;192;11923055;KL;Klausur;20192
515526;IB;192;11923055;KL;Klausur;20192
515537;IB;192;11923055;KL;Klausur;20192
515548;IB;192;11923055;KL;Klausur;20192
515560;IB;192;11923055;KL;Klausur;20192
515582;IB;192;11923055;KL;Klausur;20192
515606;IB;192;11923055;KL;Klausur;20192
515617;IB;192;11923055;KL;Klausur;20192
515628;IB;192;11923055;KL;Klausur;20192
515639;IB;192;11923055;KL;Klausur;20192
515640;IB;192;11923055;KL;Klausur;20192
515651;IB;192;11923055;KL;Klausur;20192
515662;IB;192;11923055;KL;Klausur;20192
515673;IB;192;11923055;KL;Klausur;20192
515684;IB;192;11923055;KL;Klausur;20192
515695;IB;192;11923055;KL;Klausur;20192
515719;IB;192;11923055;KL;Klausur;20192
515720;IB;192;11923055;KL;Klausur;20192
515731;IB;192;11923055;KL;Klausur;20192
515753;IB;192;11923055;KL;Klausur;20192
515764;IB;192;11923055;KL;Klausur;20192
515775;IB;192;11923055;KL;Klausur;20192
515786;IB;192;11923055;KL;Klausur;20192
515797;IB;192;11923055;KL;Klausur;20192
515811;IB;192;11923055;KL;Klausur;20192
515822;IB;192;11923055;KL;Klausur;20192
515833;IB;192;11923055;KL;Klausur;20192
515844;IB;192;11923055;KL;Klausur;20192
515855;IB;192;11923055;KL;Klausur;20192
515866;IB;192;11923055;KL;Klausur;20192
515899;IB;192;11923055;KL;Klausur;20192
515902;IB;192;11923055;KL;Klausur;20192
515913;IB;192;11923055;KL;Klausur;20192
515775;IB;192;11927440;KL;Klausur;20192
379520;IF;132;1020;KL;Klausur;20192
379644;IF;132;1020;KL;Klausur;20192
379906;IF;132;1020;KL;Klausur;20192
380152;IF;132;1020;KL;Klausur;20192
380174;IF;132;1020;KL;Klausur;20192
380287;IF;132;1020;KL;Klausur;20192
380298;IF;132;1020;KL;Klausur;20192
380367;IF;132;1020;KL;Klausur;20192
380389;IF;132;1020;KL;Klausur;20192
380390;IF;132;1020;KL;Klausur;20192
380403;IF;132;1020;KL;Klausur;20192
380469;IF;132;1020;KL;Klausur;20192
380470;IF;132;1020;KL;Klausur;20192
380516;IF;132;1020;KL;Klausur;20192
380549;IF;132;1020;KL;Klausur;20192
380583;IF;132;1020;KL;Klausur;20192
1000141;IF;132;1020;KL;Klausur;20192
1000142;IF;132;1020;KL;Klausur;20192
1000145;IF;132;1020;KL;Klausur;20192
1000146;IF;132;1020;KL;Klausur;20192
1000163;IF;132;1020;KL;Klausur;20192
1000214;IF;132;1020;KL;Klausur;20192
1000215;IF;132;1020;KL;Klausur;20192
1000218;IF;132;1020;KL;Klausur;20192
1000273;IF;132;1020;KL;Klausur;20192
1000290;IF;132;1020;KL;Klausur;20192
1000292;IF;132;1020;KL;Klausur;20192
1000296;IF;132;1020;KL;Klausur;20192
1000298;IF;132;1020;KL;Klausur;20192
1000299;IF;132;1020;KL;Klausur;20192
1000303;IF;132;1020;KL;Klausur;20192
1000308;IF;132;1020;KL;Klausur;20192
1000310;IF;132;1020;KL;Klausur;20192
1000317;IF;132;1020;KL;Klausur;20192
1000721;IF;132;1020;KL;Klausur;20192
1000722;IF;132;1020;KL;Klausur;20192
1000730;IF;132;1020;KL;Klausur;20192
1000732;IF;132;1020;KL;Klausur;20192
1000734;IF;132;1020;KL;Klausur;20192
1000737;IF;132;1020;KL;Klausur;20192
1000747;IF;132;1020;KL;Klausur;20192
1001024;IF;132;1020;KL;Klausur;20192
379644;IF;132;1030;KL;Klausur;20192
380061;IF;132;1030;KL;Klausur;20192
380152;IF;132;1030;KL;Klausur;20192
380163;IF;132;1030;KL;Klausur;20192
380174;IF;132;1030;KL;Klausur;20192
380243;IF;132;1030;KL;Klausur;20192
380287;IF;132;1030;KL;Klausur;20192
380298;IF;132;1030;KL;Klausur;20192
380403;IF;132;1030;KL;Klausur;20192
380425;IF;132;1030;KL;Klausur;20192
380447;IF;132;1030;KL;Klausur;20192
1000141;IF;132;1030;KL;Klausur;20192
1000142;IF;132;1030;KL;Klausur;20192
1000146;IF;132;1030;KL;Klausur;20192
1000214;IF;132;1030;KL;Klausur;20192
1000215;IF;132;1030;KL;Klausur;20192
1000218;IF;132;1030;KL;Klausur;20192
1000290;IF;132;1030;KL;Klausur;20192
1000292;IF;132;1030;KL;Klausur;20192
1000298;IF;132;1030;KL;Klausur;20192
1000308;IF;132;1030;KL;Klausur;20192
1000317;IF;132;1030;KL;Klausur;20192
1000730;IF;132;1030;KL;Klausur;20192
1000732;IF;132;1030;KL;Klausur;20192
1000737;IF;132;1030;KL;Klausur;20192
1000747;IF;132;1030;KL;Klausur;20192
1001024;IF;132;1030;KL;Klausur;20192
379279;IF;132;1050;KL;Klausur;20192
379462;IF;132;1050;KL;Klausur;20192
379644;IF;132;1050;KL;Klausur;20192
380038;IF;132;1050;KL;Klausur;20192
380118;IF;132;1050;KL;Klausur;20192
380130;IF;132;1050;KL;Klausur;20192
380152;IF;132;1050;KL;Klausur;20192
380174;IF;132;1050;KL;Klausur;20192
380232;IF;132;1050;KL;Klausur;20192
380276;IF;132;1050;KL;Klausur;20192
380287;IF;132;1050;KL;Klausur;20192
380367;IF;132;1050;KL;Klausur;20192
380378;IF;132;1050;KL;Klausur;20192
380390;IF;132;1050;KL;Klausur;20192
380403;IF;132;1050;KL;Klausur;20192
380447;IF;132;1050;KL;Klausur;20192
380469;IF;132;1050;KL;Klausur;20192
380470;IF;132;1050;KL;Klausur;20192
380516;IF;132;1050;KL;Klausur;20192
380583;IF;132;1050;KL;Klausur;20192
1000141;IF;132;1050;KL;Klausur;20192
1000142;IF;132;1050;KL;Klausur;20192
1000145;IF;132;1050;KL;Klausur;20192
1000146;IF;132;1050;KL;Klausur;20192
1000160;IF;132;1050;KL;Klausur;20192
1000163;IF;132;1050;KL;Klausur;20192
1000214;IF;132;1050;KL;Klausur;20192
1000215;IF;132;1050;KL;Klausur;20192
1000218;IF;132;1050;KL;Klausur;20192
1000273;IF;132;1050;KL;Klausur;20192
1000290;IF;132;1050;KL;Klausur;20192
1000292;IF;132;1050;KL;Klausur;20192
1000296;IF;132;1050;KL;Klausur;20192
1000298;IF;132;1050;KL;Klausur;20192
1000299;IF;132;1050;KL;Klausur;20192
1000303;IF;132;1050;KL;Klausur;20192
1000308;IF;132;1050;KL;Klausur;20192
1000310;IF;132;1050;KL;Klausur;20192
1000317;IF;132;1050;KL;Klausur;20192
1000721;IF;132;1050;KL;Klausur;20192
1000722;IF;132;1050;KL;Klausur;20192
1000730;IF;132;1050;KL;Klausur;20192
1000732;IF;132;1050;KL;Klausur;20192
1000734;IF;132;1050;KL;Klausur;20192
1000737;IF;132;1050;KL;Klausur;20192
1000747;IF;132;1050;KL;Klausur;20192
1001024;IF;132;1050;KL;Klausur;20192
379210;IF;132;2010;KL;Klausur;20192
379553;IF;132;2010;KL;Klausur;20192
379677;IF;132;2010;KL;Klausur;20192
379702;IF;132;2010;KL;Klausur;20192
379724;IF;132;2010;KL;Klausur;20192
379848;IF;132;2010;KL;Klausur;20192
379860;IF;132;2010;KL;Klausur;20192
380130;IF;132;2010;KL;Klausur;20192
380141;IF;132;2010;KL;Klausur;20192
380196;IF;132;2010;KL;Klausur;20192
380210;IF;132;2010;KL;Klausur;20192
380254;IF;132;2010;KL;Klausur;20192
380356;IF;132;2010;KL;Klausur;20192
380378;IF;132;2010;KL;Klausur;20192
380447;IF;132;2010;KL;Klausur;20192
380458;IF;132;2010;KL;Klausur;20192
380481;IF;132;2010;KL;Klausur;20192
380505;IF;132;2010;KL;Klausur;20192
380550;IF;132;2010;KL;Klausur;20192
1000160;IF;132;2010;KL;Klausur;20192
1000290;IF;132;2010;KL;Klausur;20192
1000292;IF;132;2010;KL;Klausur;20192
1000296;IF;132;2010;KL;Klausur;20192
1000747;IF;132;2010;KL;Klausur;20192
1001024;IF;132;2010;KL;Klausur;20192
379144;IF;132;2020;KL;Klausur;20192
379382;IF;132;2020;KL;Klausur;20192
379428;IF;132;2020;KL;Klausur;20192
379519;IF;132;2020;KL;Klausur;20192
379520;IF;132;2020;KL;Klausur;20192
379542;IF;132;2020;KL;Klausur;20192
379644;IF;132;2020;KL;Klausur;20192
379724;IF;132;2020;KL;Klausur;20192
379804;IF;132;2020;KL;Klausur;20192
379837;IF;132;2020;KL;Klausur;20192
379860;IF;132;2020;KL;Klausur;20192
379882;IF;132;2020;KL;Klausur;20192
379906;IF;132;2020;KL;Klausur;20192
379917;IF;132;2020;KL;Klausur;20192
379984;IF;132;2020;KL;Klausur;20192
380038;IF;132;2020;KL;Klausur;20192
380061;IF;132;2020;KL;Klausur;20192
380094;IF;132;2020;KL;Klausur;20192
380107;IF;132;2020;KL;Klausur;20192
380130;IF;132;2020;KL;Klausur;20192
380196;IF;132;2020;KL;Klausur;20192
380210;IF;132;2020;KL;Klausur;20192
380243;IF;132;2020;KL;Klausur;20192
380254;IF;132;2020;KL;Klausur;20192
380265;IF;132;2020;KL;Klausur;20192
380301;IF;132;2020;KL;Klausur;20192
380356;IF;132;2020;KL;Klausur;20192
380378;IF;132;2020;KL;Klausur;20192
380389;IF;132;2020;KL;Klausur;20192
380414;IF;132;2020;KL;Klausur;20192
380447;IF;132;2020;KL;Klausur;20192
380458;IF;132;2020;KL;Klausur;20192
380481;IF;132;2020;KL;Klausur;20192
380492;IF;132;2020;KL;Klausur;20192
380505;IF;132;2020;KL;Klausur;20192
380549;IF;132;2020;KL;Klausur;20192
380550;IF;132;2020;KL;Klausur;20192
380561;IF;132;2020;KL;Klausur;20192
380572;IF;132;2020;KL;Klausur;20192
1000160;IF;132;2020;KL;Klausur;20192
1000290;IF;132;2020;KL;Klausur;20192
1000292;IF;132;2020;KL;Klausur;20192
1000296;IF;132;2020;KL;Klausur;20192
1001024;IF;132;2020;KL;Klausur;20192
379382;IF;132;2030;KL;Klausur;20192
379428;IF;132;2030;KL;Klausur;20192
379451;IF;132;2030;KL;Klausur;20192
379484;IF;132;2030;KL;Klausur;20192
379520;IF;132;2030;KL;Klausur;20192
379699;IF;132;2030;KL;Klausur;20192
379724;IF;132;2030;KL;Klausur;20192
379746;IF;132;2030;KL;Klausur;20192
379791;IF;132;2030;KL;Klausur;20192
379860;IF;132;2030;KL;Klausur;20192
379984;IF;132;2030;KL;Klausur;20192
380083;IF;132;2030;KL;Klausur;20192
380118;IF;132;2030;KL;Klausur;20192
380141;IF;132;2030;KL;Klausur;20192
380163;IF;132;2030;KL;Klausur;20192
380196;IF;132;2030;KL;Klausur;20192
380210;IF;132;2030;KL;Klausur;20192
380243;IF;132;2030;KL;Klausur;20192
380254;IF;132;2030;KL;Klausur;20192
380356;IF;132;2030;KL;Klausur;20192
380378;IF;132;2030;KL;Klausur;20192
380389;IF;132;2030;KL;Klausur;20192
380414;IF;132;2030;KL;Klausur;20192
380425;IF;132;2030;KL;Klausur;20192
380447;IF;132;2030;KL;Klausur;20192
380458;IF;132;2030;KL;Klausur;20192
380492;IF;132;2030;KL;Klausur;20192
380505;IF;132;2030;KL;Klausur;20192
380550;IF;132;2030;KL;Klausur;20192
380561;IF;132;2030;KL;Klausur;20192
380572;IF;132;2030;KL;Klausur;20192
1001024;IF;132;2030;KL;Klausur;20192
379859;IF;132;3011;KL;Klausur;20192
379939;IF;132;3011;KL;Klausur;20192
379962;IF;132;3011;KL;Klausur;20192
380027;IF;132;3011;KL;Klausur;20192
380049;IF;132;3011;KL;Klausur;20192
380221;IF;132;3011;KL;Klausur;20192
378334;IF;132;3012;KL;Klausur;20192
378992;IF;132;3012;KL;Klausur;20192
379150;IF;132;3012;KL;Klausur;20192
379181;IF;132;3012;KL;Klausur;20192
379202;IF;132;3012;KL;Klausur;20192
379359;IF;132;3012;KL;Klausur;20192
379360;IF;132;3012;KL;Klausur;20192
379365;IF;132;3012;KL;Klausur;20192
379443;IF;132;3012;KL;Klausur;20192
379451;IF;132;3012;KL;Klausur;20192
379473;IF;132;3012;KL;Klausur;20192
379553;IF;132;3012;KL;Klausur;20192
379597;IF;132;3012;KL;Klausur;20192
379666;IF;132;3012;KL;Klausur;20192
379677;IF;132;3012;KL;Klausur;20192
379768;IF;132;3012;KL;Klausur;20192
379779;IF;132;3012;KL;Klausur;20192
379815;IF;132;3012;KL;Klausur;20192
379826;IF;132;3012;KL;Klausur;20192
379859;IF;132;3012;KL;Klausur;20192
379995;IF;132;3012;KL;Klausur;20192
380027;IF;132;3012;KL;Klausur;20192
380049;IF;132;3012;KL;Klausur;20192
380425;IF;132;3012;KL;Klausur;20192
378936;IF;132;3013;KL;Klausur;20192
378958;IF;132;3013;KL;Klausur;20192
379086;IF;132;3013;KL;Klausur;20192
379194;IF;132;3013;KL;Klausur;20192
379368;IF;132;3013;KL;Klausur;20192
378209;IF;132;3020;KL;Klausur;20192
378403;IF;132;3020;KL;Klausur;20192
378470;IF;132;3020;KL;Klausur;20192
378630;IF;132;3020;KL;Klausur;20192
378889;IF;132;3020;KL;Klausur;20192
378914;IF;132;3020;KL;Klausur;20192
379042;IF;132;3020;KL;Klausur;20192
379150;IF;132;3020;KL;Klausur;20192
379181;IF;132;3020;KL;Klausur;20192
379188;IF;132;3020;KL;Klausur;20192
379194;IF;132;3020;KL;Klausur;20192
379202;IF;132;3020;KL;Klausur;20192
379210;IF;132;3020;KL;Klausur;20192
379252;IF;132;3020;KL;Klausur;20192
379280;IF;132;3020;KL;Klausur;20192
379360;IF;132;3020;KL;Klausur;20192
379365;IF;132;3020;KL;Klausur;20192
379443;IF;132;3020;KL;Klausur;20192
379451;IF;132;3020;KL;Klausur;20192
379467;IF;132;3020;KL;Klausur;20192
379473;IF;132;3020;KL;Klausur;20192
379495;IF;132;3020;KL;Klausur;20192
379508;IF;132;3020;KL;Klausur;20192
379519;IF;132;3020;KL;Klausur;20192
379531;IF;132;3020;KL;Klausur;20192
379553;IF;132;3020;KL;Klausur;20192
379597;IF;132;3020;KL;Klausur;20192
379611;IF;132;3020;KL;Klausur;20192
379622;IF;132;3020;KL;Klausur;20192
379666;IF;132;3020;KL;Klausur;20192
379677;IF;132;3020;KL;Klausur;20192
379688;IF;132;3020;KL;Klausur;20192
379699;IF;132;3020;KL;Klausur;20192
379702;IF;132;3020;KL;Klausur;20192
379757;IF;132;3020;KL;Klausur;20192
379768;IF;132;3020;KL;Klausur;20192
379779;IF;132;3020;KL;Klausur;20192
379791;IF;132;3020;KL;Klausur;20192
379815;IF;132;3020;KL;Klausur;20192
379826;IF;132;3020;KL;Klausur;20192
379859;IF;132;3020;KL;Klausur;20192
379939;IF;132;3020;KL;Klausur;20192
379962;IF;132;3020;KL;Klausur;20192
379995;IF;132;3020;KL;Klausur;20192
380027;IF;132;3020;KL;Klausur;20192
380049;IF;132;3020;KL;Klausur;20192
380221;IF;132;3020;KL;Klausur;20192
380425;IF;132;3020;KL;Klausur;20192
380436;IF;132;3020;KL;Klausur;20192
1000214;IF;132;3020;KL;Klausur;20192
378470;IF;132;3030;KL;Klausur;20192
378630;IF;132;3030;KL;Klausur;20192
378889;IF;132;3030;KL;Klausur;20192
378914;IF;132;3030;KL;Klausur;20192
378958;IF;132;3030;KL;Klausur;20192
378992;IF;132;3030;KL;Klausur;20192
379042;IF;132;3030;KL;Klausur;20192
379086;IF;132;3030;KL;Klausur;20192
379111;IF;132;3030;KL;Klausur;20192
379150;IF;132;3030;KL;Klausur;20192
379181;IF;132;3030;KL;Klausur;20192
379188;IF;132;3030;KL;Klausur;20192
379194;IF;132;3030;KL;Klausur;20192
379206;IF;132;3030;KL;Klausur;20192
379210;IF;132;3030;KL;Klausur;20192
379252;IF;132;3030;KL;Klausur;20192
379280;IF;132;3030;KL;Klausur;20192
379360;IF;132;3030;KL;Klausur;20192
379365;IF;132;3030;KL;Klausur;20192
379443;IF;132;3030;KL;Klausur;20192
379451;IF;132;3030;KL;Klausur;20192
379467;IF;132;3030;KL;Klausur;20192
379473;IF;132;3030;KL;Klausur;20192
379519;IF;132;3030;KL;Klausur;20192
379531;IF;132;3030;KL;Klausur;20192
379542;IF;132;3030;KL;Klausur;20192
379553;IF;132;3030;KL;Klausur;20192
379597;IF;132;3030;KL;Klausur;20192
379611;IF;132;3030;KL;Klausur;20192
379622;IF;132;3030;KL;Klausur;20192
379666;IF;132;3030;KL;Klausur;20192
379688;IF;132;3030;KL;Klausur;20192
379699;IF;132;3030;KL;Klausur;20192
379791;IF;132;3030;KL;Klausur;20192
379815;IF;132;3030;KL;Klausur;20192
379826;IF;132;3030;KL;Klausur;20192
379837;IF;132;3030;KL;Klausur;20192
379859;IF;132;3030;KL;Klausur;20192
379939;IF;132;3030;KL;Klausur;20192
379962;IF;132;3030;KL;Klausur;20192
379973;IF;132;3030;KL;Klausur;20192
379995;IF;132;3030;KL;Klausur;20192
380027;IF;132;3030;KL;Klausur;20192
380049;IF;132;3030;KL;Klausur;20192
380221;IF;132;3030;KL;Klausur;20192
380425;IF;132;3030;KL;Klausur;20192
2000000;IF;132;3030;KL;Klausur;20192
377057;IF;132;3050;KL;Klausur;20192
378630;IF;132;3050;KL;Klausur;20192
378709;IF;132;3050;KL;Klausur;20192
378801;IF;132;3050;KL;Klausur;20192
378889;IF;132;3050;KL;Klausur;20192
378914;IF;132;3050;KL;Klausur;20192
378947;IF;132;3050;KL;Klausur;20192
378958;IF;132;3050;KL;Klausur;20192
379042;IF;132;3050;KL;Klausur;20192
379111;IF;132;3050;KL;Klausur;20192
379150;IF;132;3050;KL;Klausur;20192
379155;IF;132;3050;KL;Klausur;20192
